Row,Filename,topic_tag,Set
1566,MF21output_id21_delay-0.75.mp4,アシストフィギュア,Set(2)3
2311,FF4output_id12_delay-0.75.mp4,対戦風景,Set(2)3
2984,MF24output_id14_delay-0.5.mp4,対戦風景,Set(2)3
2577,MM4output_id23_delay-0.5.mp4,対戦風景,Set(2)3
274,FF3output_id14_delay0.0.mp4,アイテム,Set(2)3
2578,MF23output_id1_delay0.0.mp4,対戦風景,Set(2)3
2964,MF21output_id11_delay0.5.mp4,アイテム,Set(2)3
1836,FF2output_id30_delay0.5.mp4,対戦風景,Set(2)3
375,MF22output_id6_delay0.75.mp4,対戦風景,Set(2)3
1934,MF23output_id18_delay0.75.mp4,対戦風景,Set(2)3
808,FF2output_id19_delay1.0.mp4,アイテム,Set(2)3
976,MF21output_id17_delay1.0.mp4,対戦風景,Set(2)3
2779,MM1output_id23_delay1.25.mp4,対戦風景,Set(2)3
571,MM3output_id28_delay1.25.mp4,対戦風景,Set(2)3
501,MM2output_id30_delay1.5.mp4,対戦風景,Set(2)3
1964,MF21output_id19_delay1.5.mp4,アシストフィギュア,Set(2)3
1990,MF13output_id9_delay1.75.mp4,ファイター,Set(2)3
2423,MM3output_id26_delay1.75.mp4,アイテム,Set(2)3
912,MF21output_id23_delay-1.5.mp4,対戦風景,Set(2)4
2809,MF13output_id32_delay-1.5.mp4,対戦風景,Set(2)4
1515,MF21output_id9_delay-1.25.mp4,アシストフィギュア,Set(2)4
3387,FF3output_id27_delay-1.25.mp4,対戦風景,Set(2)4
2860,MF11output_id24_delay-1.0.mp4,対戦風景,Set(2)4
917,MM2output_id20_delay-1.0.mp4,対戦風景,Set(2)4
3079,MF14output_id12_delay-0.75.mp4,ファイター,Set(2)4
1255,MM2output_id1_delay-0.75.mp4,ファイター,Set(2)4
896,MF14output_id7_delay-0.5.mp4,ファイター,Set(2)4
33,MM2output_id2_delay-0.5.mp4,ファイター,Set(2)4
2795,MM3output_id16_delay0.0.mp4,対戦風景,Set(2)4
754,MF12output_id4_delay0.0.mp4,ファイター,Set(2)4
181,MM2output_id23_delay0.5.mp4,アイテム,Set(2)4
2845,MF14output_id29_delay0.5.mp4,対戦結果,Set(2)4
2318,MF14output_id13_delay0.75.mp4,対戦風景,Set(2)4
1191,FF4output_id20_delay0.75.mp4,ファイター,Set(2)4
1025,FF1output_id45_delay1.0.mp4,対戦風景,Set(2)4
3328,MF12output_id11_delay1.0.mp4,アイテム,Set(2)4
1674,MM1output_id27_delay1.25.mp4,対戦風景,Set(2)4
1794,MF23output_id16_delay1.25.mp4,対戦風景,Set(2)4
92,FF3output_id26_delay1.5.mp4,対戦風景,Set(2)4
164,FF3output_id28_delay1.5.mp4,対戦結果,Set(2)4
2686,MF23output_id6_delay1.75.mp4,対戦風景,Set(2)4
839,FF3output_id14_delay1.75.mp4,アイテム,Set(2)4
1681,MF24output_id21_delay-1.5.mp4,アイテム,Set(2)5
576,FF1output_id25_delay-1.5.mp4,対戦風景,Set(2)5
891,MF13output_id22_delay-1.25.mp4,対戦風景,Set(2)5
1970,MF24output_id16_delay-1.25.mp4,対戦風景,Set(2)5
1660,MF24output_id23_delay-1.0.mp4,対戦風景,Set(2)5
53,FF1output_id17_delay-1.0.mp4,アイテム,Set(2)5
1926,MM2output_id20_delay-0.75.mp4,対戦風景,Set(2)5
2839,MF21output_id6_delay-0.75.mp4,アイテム,Set(2)5
2672,MM2output_id3_delay-0.5.mp4,ファイター,Set(2)5
1017,FF1output_id10_delay-0.5.mp4,対戦風景,Set(2)5
323,FF3output_id21_delay0.0.mp4,対戦風景,Set(2)5
995,MF13output_id18_delay0.0.mp4,対戦風景,Set(2)5
2317,FF4output_id31_delay0.5.mp4,対戦結果,Set(2)5
2053,FF2output_id31_delay0.5.mp4,対戦風景,Set(2)5
2439,MF21output_id18_delay0.75.mp4,対戦風景,Set(2)5
2655,MF23output_id8_delay0.75.mp4,ファイター,Set(2)5
929,MF23output_id8_delay1.0.mp4,ファイター,Set(2)5
425,MF21output_id22_delay1.0.mp4,アシストフィギュア,Set(2)5
3235,FF1output_id34_delay1.25.mp4,アイテム,Set(2)5
2443,MF14output_id23_delay1.25.mp4,対戦風景,Set(2)5
1269,MF23output_id2_delay1.5.mp4,ファイター,Set(2)5
1317,MM2output_id26_delay1.5.mp4,対戦風景,Set(2)5
3479,MM2output_id1_delay1.75.mp4,ファイター,Set(2)5
550,FF3output_id7_delay1.75.mp4,ファイター,Set(2)5
3241,FF3output_id16_delay-1.5.mp4,アイテム,Set(2)6
2880,MF22output_id14_delay-1.5.mp4,アイテム,Set(2)6
147,MM4output_id12_delay-1.25.mp4,対戦風景,Set(2)6
2378,MF24output_id16_delay-1.25.mp4,対戦風景,Set(2)6
1709,MF23output_id26_delay-1.0.mp4,対戦風景,Set(2)6
220,FF2output_id32_delay-1.0.mp4,対戦風景,Set(2)6
246,MM3output_id6_delay-0.75.mp4,アイテム,Set(2)6
463,FF1output_id33_delay-0.75.mp4,アイテム,Set(2)6
488,FF4output_id31_delay-0.5.mp4,対戦結果,Set(2)6
489,FF4output_id12_delay-0.5.mp4,対戦風景,Set(2)6
514,MF21output_id20_delay0.0.mp4,対戦風景,Set(2)6
3202,MM2output_id8_delay0.0.mp4,アイテム,Set(2)6
3444,MF23output_id6_delay0.5.mp4,対戦風景,Set(2)6
373,MM2output_id5_delay0.5.mp4,対戦風景,Set(2)6
1815,FF1output_id40_delay0.75.mp4,対戦風景,Set(2)6
1383,MM4output_id29_delay0.75.mp4,アイテム,Set(2)6
761,MM1output_id19_delay1.0.mp4,対戦風景,Set(2)6
3065,MM1output_id20_delay1.0.mp4,対戦風景,Set(2)6
715,MF24output_id20_delay1.25.mp4,対戦風景,Set(2)6
2587,MF21output_id23_delay1.25.mp4,対戦風景,Set(2)6
717,MF24output_id17_delay1.5.mp4,対戦風景,Set(2)6
93,MF13output_id18_delay1.5.mp4,対戦風景,Set(2)6
862,MF12output_id6_delay1.75.mp4,対戦風景,Set(2)6
1919,FF1output_id11_delay1.75.mp4,対戦風景,Set(2)6
2112,FF3output_id7_delay-1.5.mp4,ファイター,Set(2)7
1920,MF21output_id22_delay-1.5.mp4,アシストフィギュア,Set(2)7
938,MF12output_id8_delay-1.25.mp4,対戦風景,Set(2)7
2355,MF24output_id3_delay-1.25.mp4,ファイター,Set(2)7
772,FF4output_id32_delay-1.0.mp4,対戦結果,Set(2)7
1804,MM4output_id16_delay-1.0.mp4,アイテム,Set(2)7
1350,MF21output_id11_delay-0.75.mp4,アイテム,Set(2)7
2646,MF13output_id22_delay-0.75.mp4,対戦風景,Set(2)7
3129,MF11output_id16_delay-0.5.mp4,ファイター,Set(2)7
1496,MF21output_id13_delay-0.5.mp4,対戦風景,Set(2)7
2218,FF2output_id28_delay0.0.mp4,アイテム,Set(2)7
3155,MF13output_id22_delay0.0.mp4,対戦風景,Set(2)7
3517,MM4output_id6_delay0.5.mp4,対戦風景,Set(2)7
2196,FF4output_id16_delay0.5.mp4,ファイター,Set(2)7
1287,MF22output_id19_delay0.75.mp4,対戦風景,Set(2)7
1359,MM4output_id15_delay0.75.mp4,対戦風景,Set(2)7
449,MM3output_id20_delay1.0.mp4,アイテム,Set(2)7
2993,FF3output_id16_delay1.0.mp4,アイテム,Set(2)7
187,FF2output_id13_delay1.25.mp4,対戦風景,Set(2)7
1746,MM1output_id15_delay1.25.mp4,対戦風景,Set(2)7
3356,MF23output_id19_delay1.5.mp4,対戦風景,Set(2)7
1292,FF1output_id45_delay1.5.mp4,対戦風景,Set(2)7
2086,MF23output_id22_delay1.75.mp4,対戦風景,Set(2)7
2662,FF4output_id28_delay1.75.mp4,アイテム,Set(2)7
696,FF2output_id29_delay-1.5.mp4,アイテム,Set(2)8
2976,MF21output_id24_delay-1.5.mp4,対戦風景,Set(2)8
2667,MF14output_id25_delay-1.25.mp4,アイテム,Set(2)8
1250,MF11output_id25_delay-1.25.mp4,対戦結果,Set(2)8
340,MM3output_id5_delay-1.0.mp4,対戦風景,Set(2)8
2692,FF1output_id10_delay-1.0.mp4,対戦風景,Set(2)8
391,FF2output_id27_delay-0.75.mp4,対戦風景,Set(2)8
439,MF23output_id17_delay-0.75.mp4,対戦風景,Set(2)8
608,FF4output_id26_delay-0.5.mp4,対戦風景,Set(2)8
1761,MF11output_id12_delay-0.5.mp4,対戦風景,Set(2)8
1954,MF12output_id18_delay0.0.mp4,ファイター,Set(2)8
2171,FF4output_id16_delay0.0.mp4,ファイター,Set(2)8
3493,MM1output_id11_delay0.5.mp4,対戦風景,Set(2)8
252,MF21output_id3_delay0.5.mp4,対戦風景,Set(2)8
2174,FF1output_id14_delay0.75.mp4,アイテム,Set(2)8
2462,MF12output_id26_delay0.75.mp4,ファイター,Set(2)8
136,MM2output_id11_delay1.0.mp4,対戦風景,Set(2)8
1096,FF1output_id15_delay1.0.mp4,ファイター,Set(2)8
2851,MM2output_id23_delay1.25.mp4,アイテム,Set(2)8
2083,MF14output_id27_delay1.25.mp4,対戦風景,Set(2)8
2564,MM1output_id6_delay1.5.mp4,対戦風景,Set(2)8
860,FF3output_id21_delay1.5.mp4,対戦風景,Set(2)8
910,FF4output_id30_delay1.75.mp4,対戦風景,Set(2)8
2518,MF21output_id25_delay1.75.mp4,対戦風景,Set(2)8
2472,MF13output_id27_delay-1.5.mp4,アイテム,Set(2)9
1032,MM2output_id1_delay-1.5.mp4,ファイター,Set(2)9
794,MM4output_id29_delay-1.25.mp4,アイテム,Set(2)9
987,MF24output_id21_delay-1.25.mp4,アイテム,Set(2)9
1061,MM3output_id9_delay-1.0.mp4,対戦風景,Set(2)9
2332,MF12output_id18_delay-1.0.mp4,ファイター,Set(2)9
1591,MM4output_id9_delay-0.75.mp4,対戦風景,Set(2)9
702,FF2output_id22_delay-0.75.mp4,対戦風景,Set(2)9
2624,MM1output_id29_delay-0.5.mp4,対戦風景,Set(2)9
3105,MM3output_id13_delay-0.5.mp4,対戦風景,Set(2)9
418,MF12output_id17_delay0.0.mp4,ファイター,Set(2)9
2771,MF23output_id7_delay0.0.mp4,対戦風景,Set(2)9
1860,MM3output_id29_delay0.5.mp4,対戦風景,Set(2)9
2052,MF21output_id11_delay0.5.mp4,アイテム,Set(2)9
566,MM2output_id28_delay0.75.mp4,対戦風景,Set(2)9
3254,MF13output_id30_delay0.75.mp4,対戦結果,Set(2)9
1696,MF24output_id9_delay1.0.mp4,アイテム,Set(2)9
1024,MM2output_id27_delay1.0.mp4,対戦風景,Set(2)9
714,MF24output_id15_delay1.25.mp4,対戦風景,Set(2)9
1771,MF22output_id17_delay1.25.mp4,対戦風景,Set(2)9
621,MM4output_id21_delay1.5.mp4,アイテム,Set(2)9
2637,MM1output_id7_delay1.5.mp4,アイテム,Set(2)9
1582,FF2output_id31_delay1.75.mp4,対戦風景,Set(2)9
622,MM1output_id9_delay1.75.mp4,アイテム,Set(2)9
2881,MF24output_id21_delay-1.5.mp4,アイテム,Set(2)10
3240,FF1output_id34_delay-1.5.mp4,アイテム,Set(2)10
146,MM1output_id23_delay-1.25.mp4,対戦風景,Set(2)10
3050,MM1output_id25_delay-1.25.mp4,対戦風景,Set(2)10
2404,FF1output_id43_delay-1.0.mp4,アイテム,Set(2)10
3484,FF2output_id11_delay-1.0.mp4,アイテム,Set(2)10
198,FF2output_id8_delay-0.75.mp4,対戦風景,Set(2)10
630,MM4output_id13_delay-0.75.mp4,アイテム,Set(2)10
1712,MM4output_id24_delay-0.5.mp4,対戦風景,Set(2)10
249,MF22output_id20_delay-0.5.mp4,対戦風景,Set(2)10
2891,MM1output_id12_delay0.0.mp4,アイテム,Set(2)10
2746,MF21output_id22_delay0.0.mp4,アシストフィギュア,Set(2)10
709,MM2output_id20_delay0.5.mp4,対戦風景,Set(2)10
900,MF11output_id6_delay0.5.mp4,ファイター,Set(2)10
2390,MM4output_id16_delay0.75.mp4,アイテム,Set(2)10
927,MF14output_id13_delay0.75.mp4,対戦風景,Set(2)10
664,MF12output_id14_delay1.0.mp4,対戦風景,Set(2)10
88,MF11output_id8_delay1.0.mp4,ファイター,Set(2)10
3307,FF1output_id20_delay1.25.mp4,対戦風景,Set(2)10
1986,MF12output_id22_delay1.25.mp4,対戦風景,Set(2)10
3429,FF2output_id11_delay1.5.mp4,アイテム,Set(2)10
2565,FF1output_id31_delay1.5.mp4,ファイター,Set(2)10
2398,FF1output_id47_delay1.75.mp4,対戦結果,Set(2)10
2182,MF12output_id19_delay1.75.mp4,ファイター,Set(2)10
2424,FF3output_id20_delay-1.5.mp4,対戦風景,Set(2)11
1489,FF3output_id24_delay-1.5.mp4,対戦風景,Set(2)11
2835,MF21output_id25_delay-1.25.mp4,対戦風景,Set(2)11
386,MM3output_id19_delay-1.25.mp4,アイテム,Set(2)11
1708,MM1output_id20_delay-1.0.mp4,対戦風景,Set(2)11
124,MM3output_id23_delay-1.0.mp4,対戦風景,Set(2)11
2719,FF1output_id44_delay-0.75.mp4,ファイター,Set(2)11
1351,FF3output_id12_delay-0.75.mp4,ファイター,Set(2)11
2985,FF4output_id13_delay-0.5.mp4,対戦風景,Set(2)11
1617,MF21output_id10_delay-0.5.mp4,対戦風景,Set(2)11
3227,MF24output_id7_delay0.0.mp4,アイテム,Set(2)11
1786,MF12output_id33_delay0.0.mp4,対戦結果,Set(2)11
1477,FF4output_id15_delay0.5.mp4,ファイター,Set(2)11
3445,MF13output_id30_delay0.5.mp4,対戦結果,Set(2)11
470,FF1output_id30_delay0.75.mp4,ファイター,Set(2)11
3447,MM4output_id11_delay0.75.mp4,対戦風景,Set(2)11
3353,MF23output_id19_delay1.0.mp4,対戦風景,Set(2)11
640,MM1output_id4_delay1.0.mp4,対戦風景,Set(2)11
1194,FF4output_id9_delay1.25.mp4,アイテム,Set(2)11
354,FF2output_id25_delay1.25.mp4,対戦風景,Set(2)11
2948,MF14output_id19_delay1.5.mp4,ファイター,Set(2)11
189,MF14output_id12_delay1.5.mp4,ファイター,Set(2)11
2687,MF21output_id12_delay1.75.mp4,アイテム,Set(2)11
2639,MF21output_id28_delay1.75.mp4,対戦結果,Set(2)11
889,MF12output_id31_delay-1.5.mp4,対戦風景,Set(2)12
1033,MF11output_id14_delay-1.5.mp4,ファイター,Set(2)12
2498,MF14output_id19_delay-1.25.mp4,ファイター,Set(2)12
3219,FF1output_id23_delay-1.25.mp4,アイテム,Set(2)12
245,MF23output_id14_delay-1.0.mp4,対戦風景,Set(2)12
3268,MF11output_id13_delay-1.0.mp4,対戦風景,Set(2)12
2455,MM3output_id16_delay-0.75.mp4,対戦風景,Set(2)12
1951,MM1output_id25_delay-0.75.mp4,対戦風景,Set(2)12
2241,MM3output_id23_delay-0.5.mp4,対戦風景,Set(2)12
273,FF1output_id35_delay-0.5.mp4,対戦風景,Set(2)12
2026,MF22output_id18_delay0.0.mp4,対戦風景,Set(2)12
1163,MF13output_id16_delay0.0.mp4,対戦風景,Set(2)12
781,FF4output_id23_delay0.5.mp4,アイテム,Set(2)12
2125,MM2output_id14_delay0.5.mp4,アイテム,Set(2)12
350,MF12output_id24_delay0.75.mp4,対戦風景,Set(2)12
806,FF2output_id25_delay0.75.mp4,対戦風景,Set(2)12
2753,MM1output_id3_delay1.0.mp4,ファイター,Set(2)12
1457,MF21output_id28_delay1.0.mp4,対戦結果,Set(2)12
1555,FF3output_id22_delay1.25.mp4,対戦風景,Set(2)12
499,FF4output_id27_delay1.25.mp4,対戦風景,Set(2)12
3068,FF1output_id34_delay1.5.mp4,アイテム,Set(2)12
2181,MM1output_id12_delay1.5.mp4,アイテム,Set(2)12
911,MM1output_id24_delay1.75.mp4,対戦風景,Set(2)12
1558,FF1output_id44_delay1.75.mp4,ファイター,Set(2)12
1465,MF23output_id22_delay-1.5.mp4,対戦風景,Set(2)13
2449,MM1output_id5_delay-1.5.mp4,対戦風景,Set(2)13
1370,MM2output_id10_delay-1.25.mp4,対戦風景,Set(2)13
1754,MM3output_id21_delay-1.25.mp4,対戦風景,Set(2)13
1229,MM2output_id1_delay-1.0.mp4,ファイター,Set(2)13
52,FF1output_id32_delay-1.0.mp4,対戦風景,Set(2)13
3127,MM2output_id19_delay-0.75.mp4,アイテム,Set(2)13
1854,MF23output_id6_delay-0.75.mp4,対戦風景,Set(2)13
3441,MF11output_id10_delay-0.5.mp4,ファイター,Set(2)13
2745,MF13output_id3_delay-0.5.mp4,ファイター,Set(2)13
1139,MF13output_id13_delay0.0.mp4,対戦風景,Set(2)13
3035,MM1output_id20_delay0.0.mp4,対戦風景,Set(2)13
1765,MM2output_id2_delay0.5.mp4,ファイター,Set(2)13
1501,MM2output_id21_delay0.5.mp4,アイテム,Set(2)13
3206,MF12output_id18_delay0.75.mp4,ファイター,Set(2)13
398,FF2output_id17_delay0.75.mp4,アイテム,Set(2)13
1480,MF23output_id24_delay1.0.mp4,対戦結果,Set(2)13
2873,FF2output_id29_delay1.0.mp4,アイテム,Set(2)13
2299,MF21output_id8_delay1.25.mp4,アイテム,Set(2)13
954,MF14output_id18_delay1.25.mp4,ファイター,Set(2)13
1701,MM1output_id28_delay1.5.mp4,対戦風景,Set(2)13
909,MF22output_id20_delay1.5.mp4,対戦風景,Set(2)13
1654,MF24output_id2_delay1.75.mp4,ファイター,Set(2)13
2879,MM3output_id15_delay1.75.mp4,対戦風景,Set(2)13
3049,MF12output_id9_delay-1.5.mp4,対戦風景,Set(2)14
456,MF21output_id22_delay-1.5.mp4,アシストフィギュア,Set(2)14
1707,MF21output_id11_delay-1.25.mp4,アイテム,Set(2)14
699,FF1output_id43_delay-1.25.mp4,アイテム,Set(2)14
3173,MM3output_id30_delay-1.0.mp4,対戦風景,Set(2)14
1085,MF13output_id16_delay-1.0.mp4,対戦風景,Set(2)14
2910,MF22output_id15_delay-0.75.mp4,アイテム,Set(2)14
3126,FF2output_id14_delay-0.75.mp4,アイテム,Set(2)14
1377,MF13output_id21_delay-0.5.mp4,対戦風景,Set(2)14
1616,MM3output_id5_delay-0.5.mp4,対戦風景,Set(2)14
802,FF3output_id8_delay0.0.mp4,アイテム,Set(2)14
3010,MF23output_id19_delay0.0.mp4,対戦風景,Set(2)14
2220,FF1output_id39_delay0.5.mp4,対戦風景,Set(2)14
300,MM4output_id23_delay0.5.mp4,対戦風景,Set(2)14
2342,MF24output_id20_delay0.75.mp4,対戦風景,Set(2)14
711,MM1output_id26_delay0.75.mp4,対戦風景,Set(2)14
1745,MF13output_id17_delay1.0.mp4,アイテム,Set(2)14
2992,MF14output_id8_delay1.0.mp4,アイテム,Set(2)14
1458,FF2output_id7_delay1.25.mp4,ファイター,Set(2)14
2970,MM1output_id19_delay1.25.mp4,対戦風景,Set(2)14
2396,MF13output_id9_delay1.5.mp4,ファイター,Set(2)14
3285,MF11output_id21_delay1.5.mp4,対戦風景,Set(2)14
358,MM1output_id26_delay1.75.mp4,対戦風景,Set(2)14
2543,MF12output_id18_delay1.75.mp4,ファイター,Set(2)14
1776,MM2output_id5_delay-1.5.mp4,対戦風景,Set(2)15
2016,MF14output_id20_delay-1.5.mp4,対戦風景,Set(2)15
1130,MF13output_id11_delay-1.25.mp4,アイテム,Set(2)15
74,MF21output_id25_delay-1.25.mp4,対戦風景,Set(2)15
149,MF12output_id5_delay-1.0.mp4,ファイター,Set(2)15
3149,MF21output_id3_delay-1.0.mp4,対戦風景,Set(2)15
2526,MM3output_id10_delay-0.75.mp4,アイテム,Set(2)15
295,FF1output_id36_delay-0.75.mp4,対戦風景,Set(2)15
224,MF22output_id12_delay-0.5.mp4,対戦風景,Set(2)15
3416,MF12output_id33_delay-0.5.mp4,対戦結果,Set(2)15
202,MF21output_id13_delay0.0.mp4,対戦風景,Set(2)15
3442,FF3output_id7_delay0.0.mp4,ファイター,Set(2)15
3301,FF3output_id10_delay0.5.mp4,対戦風景,Set(2)15
204,MF12output_id31_delay0.5.mp4,対戦風景,Set(2)15
2438,MM4output_id25_delay0.75.mp4,アイテム,Set(2)15
2534,FF1output_id41_delay0.75.mp4,対戦風景,Set(2)15
2080,MM1output_id15_delay1.0.mp4,対戦風景,Set(2)15
1337,FF2output_id14_delay1.0.mp4,アイテム,Set(2)15
3282,MF12output_id6_delay1.25.mp4,対戦風景,Set(2)15
1195,MM2output_id26_delay1.25.mp4,対戦風景,Set(2)15
477,MM2output_id19_delay1.5.mp4,アイテム,Set(2)15
1365,MF12output_id5_delay1.5.mp4,ファイター,Set(2)15
1198,MF24output_id2_delay1.75.mp4,ファイター,Set(2)15
239,MM1output_id9_delay1.75.mp4,アイテム,Set(2)15
1368,FF2output_id6_delay-1.5.mp4,ファイター,Set(2)16
1609,FF4output_id32_delay-1.5.mp4,対戦結果,Set(2)16
1611,MM3output_id20_delay-1.25.mp4,アイテム,Set(2)16
2523,FF4output_id29_delay-1.25.mp4,対戦風景,Set(2)16
3365,MF12output_id11_delay-1.0.mp4,アイテム,Set(2)16
2068,MM3output_id24_delay-1.0.mp4,対戦風景,Set(2)16
3319,MM1output_id10_delay-0.75.mp4,対戦風景,Set(2)16
2694,FF4output_id13_delay-0.75.mp4,対戦風景,Set(2)16
344,MF22output_id22_delay-0.5.mp4,対戦風景,Set(2)16
2961,MF12output_id9_delay-0.5.mp4,対戦風景,Set(2)16
2386,MF11output_id6_delay0.0.mp4,ファイター,Set(2)16
2507,MM1output_id21_delay0.0.mp4,アイテム,Set(2)16
541,FF1output_id18_delay0.5.mp4,アイテム,Set(2)16
2388,FF1output_id42_delay0.5.mp4,対戦風景,Set(2)16
1718,MF21output_id23_delay0.75.mp4,対戦風景,Set(2)16
3326,MM2output_id31_delay0.75.mp4,対戦風景,Set(2)16
1216,MM2output_id29_delay1.0.mp4,対戦風景,Set(2)16
713,FF2output_id27_delay1.0.mp4,対戦風景,Set(2)16
1675,MF11output_id22_delay1.25.mp4,アイテム,Set(2)16
3258,MF21output_id3_delay1.25.mp4,対戦風景,Set(2)16
3549,MM1output_id28_delay1.5.mp4,対戦風景,Set(2)16
2924,MM1output_id28_delay1.5.mp4,対戦風景,Set(2)16
1247,FF2output_id22_delay1.75.mp4,対戦風景,Set(2)16
2710,MM3output_id14_delay1.75.mp4,対戦風景,Set(2)16
1873,FF3output_id21_delay-1.5.mp4,対戦風景,Set(2)17
577,MF23output_id8_delay-1.5.mp4,ファイター,Set(2)17
3074,FF3output_id8_delay-1.25.mp4,アイテム,Set(2)17
1418,MF12output_id32_delay-1.25.mp4,対戦風景,Set(2)17
388,MF14output_id12_delay-1.0.mp4,ファイター,Set(2)17
629,MM4output_id20_delay-1.0.mp4,対戦風景,Set(2)17
126,FF1output_id18_delay-0.75.mp4,アイテム,Set(2)17
79,MM2output_id5_delay-0.75.mp4,対戦風景,Set(2)17
368,FF3output_id22_delay-0.5.mp4,対戦風景,Set(2)17
3536,MF22output_id10_delay-0.5.mp4,対戦風景,Set(2)17
1859,MM2output_id24_delay0.0.mp4,アイテム,Set(2)17
1618,FF1output_id15_delay0.0.mp4,ファイター,Set(2)17
1716,MF12output_id14_delay0.5.mp4,対戦風景,Set(2)17
3541,MF22output_id11_delay0.5.mp4,アイテム,Set(2)17
2391,MF22output_id3_delay0.75.mp4,ファイター,Set(2)17
2630,FF3output_id28_delay0.75.mp4,対戦結果,Set(2)17
3017,MM1output_id21_delay1.0.mp4,アイテム,Set(2)17
2416,MF21output_id7_delay1.0.mp4,対戦風景,Set(2)17
762,MM3output_id8_delay1.25.mp4,アイテム,Set(2)17
1819,MM2output_id7_delay1.25.mp4,対戦風景,Set(2)17
1940,MF22output_id10_delay1.5.mp4,対戦風景,Set(2)17
1916,MF22output_id15_delay1.5.mp4,アイテム,Set(2)17
1319,MF22output_id20_delay1.75.mp4,対戦風景,Set(2)17
2735,MF22output_id23_delay1.75.mp4,対戦風景,Set(2)17
2377,MF22output_id3_delay-1.5.mp4,ファイター,Set(2)18
936,MM2output_id2_delay-1.5.mp4,ファイター,Set(2)18
2594,FF3output_id24_delay-1.25.mp4,対戦風景,Set(2)18
1851,FF3output_id20_delay-1.25.mp4,対戦風景,Set(2)18
2020,FF1output_id34_delay-1.0.mp4,アイテム,Set(2)18
